1000

+--------------------------------------+--------------------------------------+---------+--------------------+-------+---------------------+
| id                                   | reportid                             | KPI     | watch              | value | TIMESTAMP           |
| 49497eb0-01af-11eb-9d69-4324e730717a | 49497eb0-01af-11eb-9d69-4324e730717a | bitrate | 0.6699999999999999 |   552 | 2020-09-28 17:36:21 |
| 78b9bae0-01ad-11eb-9d41-d1d68f623604 | 78b9bae0-01ad-11eb-9d41-d1d68f623604 | bitrate | 0.8660000000000001 |   552 | 2020-09-28 17:38:13 |
| 317f5310-01ad-11eb-90ca-4343882dde9b | 317f5310-01ad-11eb-90ca-4343882dde9b | bitrate | 0.8340000000000001 |   552 | 2020-09-28 17:40:15 |
| e3b1f500-01ae-11eb-87f6-b342a0f0b114 | e3b1f500-01ae-11eb-87f6-b342a0f0b114 | bitrate |              0.644 |   552 | 2020-09-28 17:42:17 |
| 9ebf9de0-01ad-11eb-893f-d164c61c3dd5 | 9ebf9de0-01ad-11eb-893f-d164c61c3dd5 | bitrate |              0.645 |   552 | 2020-09-28 17:44:19 |
| be4f7df0-01ae-11eb-a396-a507ab02820a | be4f7df0-01ae-11eb-a396-a507ab02820a | bitrate |              0.848 |   552 | 2020-09-28 17:46:13 |
| 54d1d5e0-01ad-11eb-b826-f3bc5300d7ed | 54d1d5e0-01ad-11eb-b826-f3bc5300d7ed | bitrate |               0.73 |   552 | 2020-09-28 17:48:14 |
| 52b80120-01ae-11eb-b2b1-01295ed0212e | 52b80120-01ae-11eb-b2b1-01295ed0212e | bitrate |              0.971 |   552 | 2020-09-28 17:50:19 |
| 1ea127a0-01ad-11eb-bfd9-5948a0f9237a | 1ea127a0-01ad-11eb-bfd9-5948a0f9237a | bitrate |              0.734 |   552 | 2020-09-28 17:52:20 |
| 9a94c370-01ae-11eb-ac79-972d4d3faf38 | 9a94c370-01ae-11eb-ac79-972d4d3faf38 | bitrate | 1.1840000000000002 |   552 | 2020-09-28 17:54:16 |
| db4c7e20-01af-11eb-b17e-cd55f1b06aaf | db4c7e20-01af-11eb-b17e-cd55f1b06aaf | bitrate |              0.694 |   552 | 2020-09-28 17:56:14 |
| 53ac1660-01b4-11eb-ad89-f11f1edd0c29 | 53ac1660-01b4-11eb-ad89-f11f1edd0c29 | bitrate |              0.815 |   498 | 2020-09-28 18:00:20 |
| 7991ee40-01b4-11eb-8505-f7ff1cf26f03 | 7991ee40-01b4-11eb-8505-f7ff1cf26f03 | bitrate | 0.7849999999999999 |   498 | 2020-09-28 18:02:12 |
| bc561030-01b4-11eb-8ea1-51eebbadb3bb | bc561030-01b4-11eb-8ea1-51eebbadb3bb | bitrate | 1.0499999999999998 |   498 | 2020-09-28 18:04:15 |
| 05d95690-01b5-11eb-b692-c96dbe271f55 | 05d95690-01b5-11eb-b692-c96dbe271f55 | bitrate |              0.673 |   498 | 2020-09-28 18:06:18 |
| 28ac7030-01b5-11eb-8fc6-d758414733f2 | 28ac7030-01b5-11eb-8fc6-d758414733f2 | bitrate |              0.772 |   498 | 2020-09-28 18:08:18 |
| 96bfe980-01b5-11eb-a9c5-6f89df8ec70f | 96bfe980-01b5-11eb-a9c5-6f89df8ec70f | bitrate |              0.609 |   498 | 2020-09-28 18:10:22 |
| dea166c0-01b5-11eb-8c3f-412f809df795 | dea166c0-01b5-11eb-8c3f-412f809df795 | bitrate |                0.7 |   498 | 2020-09-28 18:12:12 |
| 455ab420-01b6-11eb-ba4e-47c9cecabf7c | 455ab420-01b6-11eb-ba4e-47c9cecabf7c | bitrate |              0.873 |   498 | 2020-09-28 18:14:16 |
| fc580f70-01b5-11eb-a2bf-a91bde670575 | fc580f70-01b5-11eb-a2bf-a91bde670575 | bitrate |              0.727 |   498 | 2020-09-28 18:16:18 |
| 4e1f3af0-01b5-11eb-9fc3-d7dd8667f112 | 4e1f3af0-01b5-11eb-9fc3-d7dd8667f112 | bitrate | 0.7649999999999999 |   498 | 2020-09-28 18:18:20 |
| 1ae8cf00-01b7-11eb-bedd-c5d9060a5531 | 1ae8cf00-01b7-11eb-bedd-c5d9060a5531 | bitrate | 0.7010000000000001 |   498 | 2020-09-28 18:20:12 |
| b95efad0-01b5-11eb-906f-43401ee3999a | b95efad0-01b5-11eb-906f-43401ee3999a | bitrate |               0.88 |   498 | 2020-09-28 18:22:16 |
| ac2b64a0-01b7-11eb-a89f-0f52b45101d8 | ac2b64a0-01b7-11eb-a89f-0f52b45101d8 | bitrate |               0.76 |   498 | 2020-09-28 18:24:17 |
| f5885e50-01b7-11eb-88e8-79940f004e49 | f5885e50-01b7-11eb-88e8-79940f004e49 | bitrate |              0.687 |   498 | 2020-09-28 18:26:21 |
| 1b9a7650-01b8-11eb-85e4-45ea5eef85af | 1b9a7650-01b8-11eb-85e4-45ea5eef85af | bitrate |              0.823 |   498 | 2020-09-28 18:28:13 |
| d2981fc0-01b7-11eb-b326-d1b6b6fa928f | d2981fc0-01b7-11eb-b326-d1b6b6fa928f | bitrate |              0.981 |   498 | 2020-09-28 18:30:16 |
| 7079f040-01b5-11eb-aa81-d9642f49f173 | 7079f040-01b5-11eb-aa81-d9642f49f173 | bitrate | 0.8539999999999999 |   498 | 2020-09-28 18:32:17 |
| 2288d300-01b6-11eb-b4df-6946d7b75a9d | 2288d300-01b6-11eb-b4df-6946d7b75a9d | bitrate |              0.652 |   498 | 2020-09-28 18:34:20 |
| 9627e4b0-01b4-11eb-8710-3d611ccdae01 | 9627e4b0-01b4-11eb-8710-3d611ccdae01 | bitrate | 0.6619999999999999 |   498 | 2020-09-28 18:36:15 |
| b48e4370-01b6-11eb-a849-c79acf1ac9b2 | b48e4370-01b6-11eb-a849-c79acf1ac9b2 | bitrate |              0.784 |   498 | 2020-09-28 18:38:15 |
| 63775520-01b7-11eb-b680-fbc6891160e8 | 63775520-01b7-11eb-b680-fbc6891160e8 | bitrate |              0.766 |   498 | 2020-09-28 18:40:17 |
| 89bc15e0-01b7-11eb-ac43-5d4f68327d73 | 89bc15e0-01b7-11eb-ac43-5d4f68327d73 | bitrate |              0.643 |   498 | 2020-09-28 18:42:22 |
| 8ec1e700-01b6-11eb-b4b1-917eeebb75a5 | 8ec1e700-01b6-11eb-b4b1-917eeebb75a5 | bitrate | 0.7050000000000001 |   498 | 2020-09-28 18:44:12 |
| 6b8c13f0-01b6-11eb-84f0-656a5631b476 | 6b8c13f0-01b6-11eb-84f0-656a5631b476 | bitrate |              0.846 |   498 | 2020-09-28 18:46:15 |
| fda5cfb0-01b6-11eb-bdec-f347f5304df8 | fda5cfb0-01b6-11eb-bdec-f347f5304df8 | bitrate | 0.6579999999999999 |   498 | 2020-09-28 18:48:19 |
| 771c0810-01bb-11eb-aabe-230c553210c8 | 771c0810-01bb-11eb-aabe-230c553210c8 | bitrate | 0.8320000000000001 |   594 | 2020-09-28 18:50:25 |
| 942f6be0-01bb-11eb-b78f-57405c9b2dc6 | 942f6be0-01bb-11eb-b78f-57405c9b2dc6 | bitrate |               0.72 |   594 | 2020-09-28 18:52:13 |
| dbcf9a60-01bb-11eb-82db-5dbb7989f4ce | dbcf9a60-01bb-11eb-82db-5dbb7989f4ce | bitrate | 0.7210000000000001 |   594 | 2020-09-28 18:54:16 |
| 027b5a50-01bc-11eb-860d-c3d70ac136fd | 027b5a50-01bc-11eb-860d-c3d70ac136fd | bitrate |              0.705 |   594 | 2020-09-28 18:56:18 |
| 6f329f00-01bc-11eb-983b-17d37dd56ace | 6f329f00-01bc-11eb-983b-17d37dd56ace | bitrate | 0.9480000000000001 |   594 | 2020-09-28 18:58:23 |
| 95d166a0-01bc-11eb-a430-2d45812e2183 | 95d166a0-01bc-11eb-a430-2d45812e2183 | bitrate |              1.116 |   594 | 2020-09-28 19:00:15 |
| fad8e550-01bc-11eb-9a52-4100077b42ce | fad8e550-01bc-11eb-9a52-4100077b42ce | bitrate |              0.859 |   594 | 2020-09-28 19:02:17 |
| 211a23a0-01bd-11eb-a5e8-ffe65df14431 | 211a23a0-01bd-11eb-a5e8-ffe65df14431 | bitrate |              0.735 |   594 | 2020-09-28 19:04:20 |
| 6a77b990-01bd-11eb-a502-31be7a26593c | 6a77b990-01bd-11eb-a502-31be7a26593c | bitrate |              0.862 |   594 | 2020-09-28 19:06:12 |
| ad50c310-01bd-11eb-b6b0-f9fdc848107a | ad50c310-01bd-11eb-b6b0-f9fdc848107a | bitrate |              1.076 |   594 | 2020-09-28 19:08:13 |
| cf821e70-01bd-11eb-a2fd-cfd6d2efc9a1 | cf821e70-01bd-11eb-a2fd-cfd6d2efc9a1 | bitrate |              0.895 |   594 | 2020-09-28 19:10:17 |
| 188e8720-01be-11eb-a28a-addcf2b192b1 | 188e8720-01be-11eb-a28a-addcf2b192b1 | bitrate |              0.851 |   594 | 2020-09-28 19:12:17 |
| 86cae530-01be-11eb-9793-f74f0f4178df | 86cae530-01be-11eb-9793-f74f0f4178df | bitrate |              0.894 |   594 | 2020-09-28 19:14:20 |
| d00785a0-01be-11eb-a7f3-87b3480c09ad | d00785a0-01be-11eb-a7f3-87b3480c09ad | bitrate |              0.867 |   594 | 2020-09-28 19:16:12 |
| 35361450-01bf-11eb-ae42-2b2c9cf6ef0c | 35361450-01bf-11eb-ae42-2b2c9cf6ef0c | bitrate |              0.787 |   594 | 2020-09-28 19:18:14 |
| 5b6a5a50-01bf-11eb-96be-212ab36410bc | 5b6a5a50-01bf-11eb-96be-212ab36410bc | bitrate |              0.828 |   594 | 2020-09-28 19:20:17 |
| a4c3d190-01bf-11eb-ba63-fdae8b38a8e6 | a4c3d190-01bf-11eb-ba63-fdae8b38a8e6 | bitrate |              0.629 |   594 | 2020-09-28 19:22:21 |
| f59288c0-01bd-11eb-9459-05f84ffadfd0 | f59288c0-01bd-11eb-9459-05f84ffadfd0 | bitrate |              0.968 |   594 | 2020-09-28 19:24:13 |
| eca7b540-01be-11eb-bdfc-c1f547855160 | eca7b540-01be-11eb-bdfc-c1f547855160 | bitrate |              0.759 |   594 | 2020-09-28 19:26:16 |
| b91fe740-01bb-11eb-989d-8dddba4de981 | b91fe740-01bb-11eb-989d-8dddba4de981 | bitrate |              0.764 |   594 | 2020-09-28 19:28:18 |
| 7e66a6d0-01bf-11eb-8ac3-d58d6cfbabf2 | 7e66a6d0-01bf-11eb-8ac3-d58d6cfbabf2 | bitrate |               0.61 |   594 | 2020-09-28 19:30:24 |
| 43f29470-01bd-11eb-934a-7b06c8c32a96 | 43f29470-01bd-11eb-934a-7b06c8c32a96 | bitrate |              0.811 |   594 | 2020-09-28 19:32:13 |
| 3ebefc90-01be-11eb-8033-8d3d87f1b390 | 3ebefc90-01be-11eb-8033-8d3d87f1b390 | bitrate | 0.7809999999999999 |   594 | 2020-09-28 19:34:16 |
| 3146b2b0-01b4-11eb-808d-916b1bd2eb12 | 3146b2b0-01b4-11eb-808d-916b1bd2eb12 | bitrate |              0.792 |   498 | 2020-09-28 19:36:18 |
| 37d75040-01b8-11eb-b48b-6f101423f20e | 37d75040-01b8-11eb-b48b-6f101423f20e | bitrate |              0.812 |   498 | 2020-09-28 19:38:20 |
| 12c035e0-01bf-11eb-a500-efaa57276986 | 12c035e0-01bf-11eb-a500-efaa57276986 | bitrate |              0.823 |   594 | 2020-09-28 19:40:11 |
| deea4c10-01b4-11eb-a974-d1ec95e90ead | deea4c10-01b4-11eb-a974-d1ec95e90ead | bitrate |              0.955 |   498 | 2020-09-28 19:42:15 |
| b1bdfdb0-01bc-11eb-b314-ed8ae6ecb3a2 | b1bdfdb0-01bc-11eb-b314-ed8ae6ecb3a2 | bitrate |              0.891 |   594 | 2020-09-28 19:44:17 |
| 407a1e40-01b7-11eb-b965-6b9790542709 | 407a1e40-01b7-11eb-b965-6b9790542709 | bitrate |              0.721 |   498 | 2020-09-28 19:46:19 |
| 8c92a6c0-01bd-11eb-86d4-c727d591174f | 8c92a6c0-01bd-11eb-86d4-c727d591174f | bitrate | 0.8680000000000001 |   594 | 2020-09-28 19:48:11 |
| 60c1a6d0-01be-11eb-b440-0deb81b034eb | 60c1a6d0-01be-11eb-b440-0deb81b034eb | bitrate |                0.7 |   594 | 2020-09-28 19:50:16 |
| d779c710-01b6-11eb-9964-fb0c7f2f41ad | d779c710-01b6-11eb-9964-fb0c7f2f41ad | bitrate |              0.791 |   498 | 2020-09-28 19:52:16 |
| d8138750-01bc-11eb-a797-355ecb0e1ad0 | d8138750-01bc-11eb-a797-355ecb0e1ad0 | bitrate |              1.077 |   594 | 2020-09-28 19:54:20 |
+--------------------------------------+--------------------------------------+---------+--------------------+-------+---------------------+
64.6700000000000001


+--------------------------------------+--------------------------------------+---------+--------------------+-------+---------------------+
| id                                   | reportid                             | KPI     | watch              | value | TIMESTAMP           |
+--------------------------------------+--------------------------------------+---------+--------------------+-------+---------------------+
| a7090270-01c6-11eb-ac6e-d797510c76a3 | a7090270-01c6-11eb-ac6e-d797510c76a3 | bitrate |              3.274 |   486 | 2020-09-28 20:10:38 |
| c4f53a10-01c6-11eb-8539-7d1de4610723 | c4f53a10-01c6-11eb-8539-7d1de4610723 | bitrate |              1.971 |   486 | 2020-09-28 20:12:18 |
| ea0e2500-01c6-11eb-86e3-3f929fd9598c | ea0e2500-01c6-11eb-86e3-3f929fd9598c | bitrate |              2.346 |   486 | 2020-09-28 20:13:24 |
| 0fdbe100-01c7-11eb-88b0-c92397a6fd9b | 0fdbe100-01c7-11eb-88b0-c92397a6fd9b | bitrate |              2.425 |   486 | 2020-09-28 20:14:17 |
| 2e8eeb10-01c7-11eb-8522-2f1119bafc00 | 2e8eeb10-01c7-11eb-8522-2f1119bafc00 | bitrate |              2.576 |   486 | 2020-09-28 20:15:16 |
| 531d7050-01c7-11eb-9fe3-e78a63ad6116 | 531d7050-01c7-11eb-9fe3-e78a63ad6116 | bitrate |              2.038 |   486 | 2020-09-28 20:16:21 |
| 78bfaf80-01c7-11eb-a528-9f1dbed94b84 | 78bfaf80-01c7-11eb-a528-9f1dbed94b84 | bitrate |               1.77 |   486 | 2020-09-28 20:17:20 |
| 9b1d23f0-01c7-11eb-b7a0-3f62851bef4c | 9b1d23f0-01c7-11eb-b7a0-3f62851bef4c | bitrate |              2.521 |   486 | 2020-09-28 20:18:22 |
| c178a100-01c7-11eb-9482-078e1f3c2f65 | c178a100-01c7-11eb-9482-078e1f3c2f65 | bitrate |              1.685 |   486 | 2020-09-28 20:19:12 |
| e0051040-01c7-11eb-b264-2744ac72890e | e0051040-01c7-11eb-b264-2744ac72890e | bitrate | 1.9569999999999999 |   486 | 2020-09-28 20:20:14 |
| 04753810-01c8-11eb-bfb9-8fad659705f3 | 04753810-01c8-11eb-bfb9-8fad659705f3 | bitrate |              2.066 |   486 | 2020-09-28 20:21:15 |
| 29717340-01c8-11eb-8862-5b48b91d06f5 | 29717340-01c8-11eb-8862-5b48b91d06f5 | bitrate |              2.043 |   486 | 2020-09-28 20:22:17 |
| 71d3e050-01c8-11eb-b6ff-89bb451ddc04 | 71d3e050-01c8-11eb-b6ff-89bb451ddc04 | bitrate | 2.2270000000000003 |   486 | 2020-09-28 20:23:20 |
| 4e146ae0-01c8-11eb-88bd-052c73672407 | 4e146ae0-01c8-11eb-88bd-052c73672407 | bitrate |              1.904 |   486 | 2020-09-28 20:24:21 |
| 981c2380-01c8-11eb-8726-c3e8fd6a95cb | 981c2380-01c8-11eb-8726-c3e8fd6a95cb | bitrate |               2.09 |   486 | 2020-09-28 20:25:12 |
| b6603f20-01c8-11eb-bd4b-615e01bc1be7 | b6603f20-01c8-11eb-bd4b-615e01bc1be7 | bitrate | 2.0140000000000002 |   486 | 2020-09-28 20:26:14 |
+--------------------------------------+--------------------------------------+---------+--------------------+-------+---------------------+

34.9070000000000004
